age,workclass,education,marital_status,occupation,relationship,race,hours_per_week,native_country,income,Sex
24,2,9,3,7,3,4,30,39,0,1
17,2,5,3,12,3,4,40,39,0,0
26,1,10,3,0,1,4,45,39,0,0
36,1,9,0,2,1,4,40,39,0,1
32,1,6,1,3,5,4,35,39,0,0
58,1,16,1,10,0,4,50,39,1,1
38,1,13,1,13,0,4,40,39,1,1
26,3,9,0,0,3,4,40,39,0,0
45,0,9,4,8,4,4,38,39,0,0
72,0,11,4,8,1,4,30,39,0,0
27,1,9,1,12,0,4,50,12,0,1
38,1,11,1,6,0,4,48,39,1,1
28,1,10,3,0,3,4,40,39,0,1
38,2,13,1,12,0,4,40,39,1,1
29,1,9,1,12,0,4,60,39,1,1
28,1,13,3,5,2,4,25,39,0,1
70,0,13,0,8,1,4,7,39,0,0
40,2,9,1,2,0,4,50,39,1,1
26,1,11,0,2,3,4,40,39,0,1
43,1,12,1,12,0,2,60,39,0,1
29,1,10,1,0,5,4,40,39,1,0
25,3,10,1,11,0,2,40,39,0,1
29,1,9,1,6,0,2,40,39,1,1
60,1,2,0,2,1,3,38,5,0,1
31,1,13,1,0,5,4,40,39,0,0
51,3,4,1,14,0,4,40,39,0,1
18,1,10,3,0,3,4,15,39,0,0
36,1,13,0,13,4,4,20,39,0,1
35,1,13,1,0,0,1,40,30,1,1
48,1,13,0,0,3,4,38,39,1,1
78,2,4,1,4,0,4,25,39,0,1
72,1,13,1,11,0,4,17,39,0,1
24,1,10,3,3,3,4,40,39,0,1
58,0,7,1,8,0,4,16,39,0,1
48,1,10,1,5,0,4,30,39,0,1
28,1,9,0,0,1,4,40,39,0,0
26,1,14,3,7,3,4,40,39,0,0
29,1,13,3,12,1,4,60,39,0,0
47,1,3,1,7,0,2,40,22,0,1
50,1,13,0,3,1,4,50,39,1,0
35,3,3,3,2,1,4,40,25,0,1
17,1,7,3,14,3,4,20,39,0,1
41,1,10,1,2,0,4,48,39,1,1
37,1,9,1,14,0,4,42,39,0,1
35,3,9,1,7,0,0,40,39,0,1
56,1,4,1,2,0,4,40,32,0,1
23,1,10,1,14,0,4,40,39,0,1
33,1,12,0,10,4,4,32,39,0,0
79,2,9,1,3,0,4,40,39,1,1
28,1,13,3,10,1,2,40,39,0,1
55,1,7,0,12,3,4,20,39,0,0
59,3,14,1,10,0,4,50,39,0,1
22,1,13,3,10,3,4,40,39,0,0
19,1,7,3,12,3,1,19,30,0,0
41,1,3,1,4,1,4,35,25,0,1
32,1,11,1,0,0,4,40,21,0,1
45,1,9,0,7,4,4,35,39,0,0
61,1,3,1,4,2,4,45,25,0,0
34,1,13,3,12,1,4,40,39,0,0
43,2,11,1,2,0,4,40,39,0,1
35,1,16,1,10,0,4,60,39,0,1
65,1,9,0,11,1,4,20,39,0,1
24,1,13,1,3,0,4,55,8,1,1
37,1,9,1,0,0,4,40,39,0,1
34,2,10,1,4,0,4,50,39,0,1
42,1,9,1,14,0,4,60,39,1,1
18,1,4,3,7,3,4,40,39,0,0
43,3,10,4,3,4,0,15,39,0,0
31,1,10,1,7,0,4,40,39,1,1
19,1,10,3,12,3,4,20,39,0,0
40,2,10,1,3,0,1,50,2,0,1
32,1,13,1,10,0,4,40,39,0,1
47,1,10,1,3,0,4,40,39,1,1
32,3,10,1,14,0,4,40,39,0,1
46,2,16,2,10,1,4,35,39,0,1
40,1,13,1,3,0,4,65,39,1,1
36,1,13,3,2,1,4,35,39,0,1
33,1,11,1,12,0,4,36,39,0,1
23,3,3,3,14,1,4,35,39,0,1
21,1,6,2,6,3,4,40,39,0,1
40,1,9,1,7,5,2,32,39,0,0
53,3,16,1,10,0,4,50,39,1,1
20,0,10,3,8,3,4,15,39,0,1
53,2,10,1,14,0,4,72,39,0,1
58,1,5,1,5,0,2,60,39,0,1
51,1,9,1,12,0,4,55,39,1,1
31,1,9,1,7,0,4,65,39,0,1
35,2,9,1,2,0,4,40,39,0,1
23,0,7,3,8,3,0,40,39,0,1
31,3,10,0,0,1,4,35,39,0,0
21,1,10,3,7,4,4,35,39,0,0
39,2,14,1,2,0,4,55,39,1,1
51,1,6,1,2,0,4,40,39,1,1
18,1,7,3,7,3,4,12,39,0,1
32,1,10,0,0,1,4,48,39,0,1
56,1,13,0,7,1,4,32,39,0,0
35,1,12,3,11,1,4,40,39,0,1
63,1,8,4,12,4,4,40,39,0,0
61,1,9,1,3,0,4,50,39,1,1
23,1,10,3,7,3,4,40,39,0,1
52,3,14,1,10,0,4,50,39,1,1
19,1,9,3,12,1,4,50,39,0,1
33,3,14,1,10,0,4,50,39,1,1
35,1,13,1,12,0,2,50,39,0,1
35,1,9,0,14,1,4,60,39,1,0
38,1,15,1,10,5,4,40,39,0,0
23,1,13,3,0,1,4,60,39,0,0
22,1,11,0,13,1,4,60,39,0,1
20,1,9,3,5,1,4,40,39,0,1
19,1,9,3,5,1,4,40,39,0,1
47,1,9,1,6,0,2,40,39,1,1
59,1,7,1,2,0,4,40,39,0,1
38,1,9,3,12,3,4,40,39,0,0
36,1,9,1,7,0,4,50,39,0,1
27,1,3,3,7,2,4,40,25,0,1
24,1,11,1,14,0,4,40,39,0,1
35,1,9,3,7,3,2,35,22,0,0
22,3,10,3,7,2,2,39,13,0,1
37,1,9,1,14,0,4,52,39,0,1
28,1,9,2,7,1,4,25,39,0,0
55,1,9,1,12,5,4,50,39,0,0
29,0,3,1,8,5,4,40,39,0,0
32,1,13,1,12,0,4,44,39,0,1
66,0,10,0,8,2,4,35,39,0,0
47,3,10,1,2,2,4,45,39,0,1
23,1,13,3,7,1,4,40,39,0,0
50,3,14,0,10,1,4,45,39,0,0
40,2,9,1,4,0,4,84,39,0,1
28,1,13,3,11,1,4,40,39,0,0
43,1,13,1,0,0,4,40,39,1,1
36,1,13,3,10,3,4,35,39,1,0
25,1,13,3,10,3,4,15,39,0,0
42,1,10,0,0,4,4,38,39,0,0
35,1,10,1,14,0,4,40,10,0,1
34,1,9,1,2,0,4,40,39,0,1
50,3,13,1,3,0,4,38,39,1,1
30,1,10,1,14,0,4,60,39,0,1
44,1,14,1,10,0,4,44,39,1,1
52,1,11,1,2,0,4,40,39,0,1
35,1,12,1,12,0,4,60,39,0,1
36,1,11,0,10,1,4,40,39,1,1
30,1,13,3,3,3,1,52,36,0,0
39,1,13,3,3,1,4,40,39,0,0
25,1,2,1,4,0,4,96,25,0,1
26,1,13,3,13,1,4,40,39,0,1
20,1,9,3,12,3,2,20,39,0,0
20,1,10,3,11,3,4,40,39,0,1
70,0,3,1,8,0,4,20,39,0,1
26,1,9,3,14,3,4,50,39,0,1
24,1,10,3,0,1,2,35,39,0,0
48,1,13,1,13,0,4,40,39,1,1
62,1,9,0,9,4,2,99,39,0,0
48,1,9,1,6,0,4,40,39,0,1
52,1,13,1,12,0,4,40,39,1,1
25,1,13,3,12,1,4,44,39,0,1
58,1,3,1,6,0,4,40,39,0,1
40,3,13,3,10,1,4,45,39,0,0
29,0,10,1,8,5,4,40,39,0,0
45,2,4,1,3,0,4,52,27,0,1
19,1,10,3,7,2,4,20,39,0,0
37,1,7,3,5,1,2,40,39,0,1
23,1,7,1,6,0,4,40,33,0,1
31,2,9,0,2,1,4,60,39,0,1
64,2,4,1,2,0,4,20,39,0,1
28,3,10,3,0,3,4,16,39,0,0
32,1,9,3,2,3,4,40,39,0,1
49,3,10,0,0,1,4,44,39,0,0
35,1,10,0,0,1,4,40,39,1,0
19,0,10,3,8,3,4,35,39,0,0
45,1,16,1,3,0,4,45,39,1,1
46,2,13,0,7,4,1,60,35,1,0
19,1,10,3,0,3,4,16,39,0,0
29,1,9,1,6,5,4,40,34,0,0
25,3,9,1,11,3,4,35,39,0,1
37,1,13,3,0,1,4,40,39,0,0
30,1,9,3,0,4,4,40,39,0,1
28,1,9,1,6,0,1,40,30,0,1
32,1,10,3,3,4,2,35,39,0,0
34,1,7,3,6,1,4,40,39,0,1
34,1,9,3,0,1,4,36,39,0,0
20,1,10,3,12,3,4,40,39,0,0
27,2,14,3,14,3,4,40,39,0,1
36,3,9,1,0,5,4,40,39,0,0
35,1,10,1,12,0,4,40,39,0,1
37,1,9,0,3,1,4,35,39,0,1
32,1,9,1,2,0,4,50,39,0,1
32,1,14,3,10,1,4,20,39,0,0
52,1,9,0,12,1,4,48,39,0,0
50,1,10,1,2,0,4,40,39,1,1
23,1,9,3,7,1,4,30,39,0,0
25,1,9,1,2,0,4,45,39,0,1
21,1,1,3,4,1,4,50,25,0,1
31,1,9,0,12,1,4,32,39,0,0
31,2,10,1,7,5,4,30,39,0,0
41,1,11,2,7,1,4,40,39,0,1
47,1,10,1,13,0,4,60,39,0,1
20,0,10,3,8,3,4,10,39,0,0
20,1,10,3,0,1,4,45,39,0,0
29,1,6,0,6,1,2,25,39,0,0
51,3,10,4,0,1,4,40,39,0,0
30,3,13,1,10,5,4,33,39,1,0
23,0,10,3,8,1,4,12,39,0,0
48,1,13,1,0,0,4,35,39,1,1
62,1,13,1,12,0,4,35,39,0,1
22,1,13,3,7,1,4,30,39,0,1
20,1,9,3,12,1,4,32,39,0,0
31,1,13,3,13,1,4,40,39,0,1
30,1,10,3,2,3,4,40,39,0,1
52,1,9,1,0,5,4,38,39,0,0
20,1,9,3,10,2,4,40,39,0,0
37,3,11,1,3,0,4,40,39,1,1
65,1,13,4,7,1,4,40,39,0,0
27,1,9,3,2,1,4,35,20,0,1
62,1,13,1,12,0,4,60,39,1,1
53,1,9,0,12,1,4,35,39,0,0
38,1,13,1,12,0,4,50,39,1,1
49,1,11,1,10,0,4,40,39,0,1
21,1,9,3,6,3,4,40,39,0,1
18,1,10,3,0,3,4,40,39,0,1
25,1,13,3,10,2,4,40,39,0,1
36,1,7,1,2,0,4,40,39,0,1
52,1,9,1,3,0,4,55,39,1,1
19,1,10,3,13,3,4,14,39,0,1
23,1,13,3,0,1,4,40,39,0,0
63,2,13,1,12,0,4,15,39,0,1
63,2,11,1,7,0,4,45,39,0,1
76,3,10,4,0,1,4,30,39,0,0
45,2,9,1,2,0,4,50,39,1,1
44,2,10,0,12,3,4,45,39,1,1
51,1,4,1,14,0,2,40,39,0,1
43,3,14,1,10,0,4,40,39,1,1
53,1,7,1,6,0,4,40,39,0,1
29,1,11,1,0,0,4,40,39,0,1
41,1,10,1,10,0,4,40,39,0,1
44,3,9,0,2,4,4,40,39,0,1
27,1,9,1,2,0,4,40,39,0,1
35,1,10,1,10,0,4,50,39,0,1
60,1,11,4,2,1,4,30,39,0,0
33,1,13,1,3,0,4,45,39,0,1
35,1,13,1,12,0,4,40,39,1,1
31,3,10,1,0,0,4,38,39,0,1
57,2,16,1,10,0,4,35,39,0,1
30,1,5,3,2,3,4,45,39,0,1
45,1,6,3,6,1,1,40,40,0,1
25,1,13,3,7,3,4,18,39,0,1
51,2,10,1,3,0,4,40,39,1,1
42,1,3,2,0,2,4,40,7,0,1
28,1,11,3,5,1,4,45,39,0,1
47,0,6,1,8,5,4,20,4,0,0
53,3,13,0,13,1,0,40,39,0,1
25,3,9,3,0,2,4,40,39,0,0
47,1,9,1,6,0,4,40,39,0,1
26,1,13,1,10,0,4,50,27,0,1
30,1,9,1,14,0,4,40,39,0,1
48,1,9,1,2,0,4,40,39,0,1
22,1,10,3,7,3,2,40,39,0,1
32,2,10,1,2,0,4,30,39,0,1
33,2,16,3,10,1,4,45,39,1,1
31,1,9,1,7,0,4,40,39,0,1
43,1,10,1,7,5,4,20,8,1,0
26,1,11,3,7,1,4,40,39,0,0
34,1,9,1,4,0,2,40,39,0,1
50,3,13,1,10,5,4,40,39,1,0
30,3,9,2,0,4,2,40,39,0,0
17,1,7,3,7,3,4,20,39,0,1
35,3,14,3,10,3,2,40,39,0,0
29,1,10,1,2,0,4,40,39,0,1
32,2,13,1,3,0,2,40,27,0,1
34,1,13,3,12,3,4,40,39,1,1
32,1,9,2,5,1,4,40,39,0,0
47,3,10,0,0,4,4,40,39,0,0
40,1,10,3,12,1,4,40,39,0,0
26,1,11,3,7,1,4,40,39,0,0
30,1,9,3,7,1,4,40,20,0,0
54,1,9,0,2,1,4,40,39,0,1
53,1,13,1,10,0,4,55,39,1,1
38,1,13,1,3,0,4,40,27,1,1
43,1,4,2,4,1,2,40,39,0,1
25,1,10,3,4,3,4,20,39,0,1
39,1,9,1,2,0,4,40,39,0,1
57,3,9,1,14,0,4,25,39,1,1
47,1,9,1,7,0,4,34,39,0,1
45,1,9,0,7,2,2,35,39,0,0
24,3,13,3,10,1,4,40,39,0,1
32,2,6,0,2,1,4,40,39,0,1
25,1,10,3,12,1,4,35,39,0,1
57,1,3,2,6,1,4,40,39,0,0
28,1,9,1,12,0,4,51,4,0,1
27,1,13,3,10,1,4,55,39,0,0
28,1,13,3,0,1,4,20,39,0,0
74,0,2,1,8,0,2,40,39,0,1
44,2,9,1,4,0,1,42,23,0,1
27,1,9,3,6,3,4,45,39,0,1
61,1,13,1,3,0,4,40,39,0,1
25,1,7,3,7,1,4,99,39,0,1
28,1,5,3,5,3,2,24,39,0,0
20,1,10,3,2,3,4,40,39,0,1
33,1,11,3,12,3,1,40,30,0,1
38,3,9,0,7,1,4,40,39,0,1
31,1,9,3,12,4,2,25,39,0,0
40,1,14,3,10,1,4,45,39,1,0
43,1,10,1,3,0,4,55,39,1,1
38,1,14,1,3,0,4,60,39,1,1
19,1,10,3,3,3,2,30,39,0,1
56,1,12,1,7,0,4,50,39,0,1
38,1,14,0,3,1,4,45,39,1,1
30,0,13,1,8,5,4,4,39,0,0
18,3,9,3,7,3,4,25,39,0,1
68,1,10,4,7,1,4,20,39,0,0
35,1,11,0,14,1,4,50,39,0,1
42,1,4,1,7,2,1,48,27,0,0
32,1,6,0,2,4,4,40,39,0,1
43,3,10,1,10,5,4,40,39,1,0
30,1,6,3,6,4,2,40,39,0,0
38,1,11,1,6,0,4,40,39,0,1
27,1,9,3,5,3,4,40,39,0,1
28,1,16,3,10,1,4,60,10,1,0
26,1,11,3,7,1,4,40,39,0,1
21,1,10,3,6,3,4,20,39,0,1
19,1,9,3,7,2,2,40,39,0,1
20,1,10,3,0,3,4,30,39,0,1
25,3,13,3,11,1,2,40,39,0,1
28,2,10,3,2,3,4,50,3,0,1
36,1,11,3,0,1,4,42,39,1,1
23,1,13,3,2,1,0,40,25,0,1
24,1,13,1,0,5,4,50,39,0,0
23,1,9,3,7,1,4,40,39,0,0
24,1,13,3,10,3,4,20,39,0,0
25,2,9,3,7,1,4,8,39,0,1
24,1,9,3,6,1,4,40,39,0,1
30,1,9,1,3,0,4,62,39,0,1
26,1,13,3,12,3,4,45,27,0,0
62,0,14,1,8,0,4,50,39,0,1
36,1,10,1,3,5,4,33,39,0,0
45,1,9,1,7,0,1,40,30,0,1
34,1,9,3,0,1,4,48,39,0,1
65,2,13,1,3,0,4,44,25,1,1
42,1,11,0,10,4,4,40,39,0,0
27,3,15,3,10,1,4,70,39,0,1
40,1,10,1,12,5,2,40,33,0,0
53,3,10,1,0,0,4,40,39,1,1
54,1,9,1,12,0,4,50,39,1,1
30,3,13,3,10,2,4,35,39,0,1
59,1,9,1,14,0,4,45,39,1,1
42,2,9,0,3,4,4,55,39,0,1
23,1,9,3,0,1,4,40,39,0,0
28,1,13,1,7,5,4,15,39,0,0
20,1,9,3,5,3,4,40,39,0,1
22,1,10,3,12,1,4,20,39,0,0
73,0,13,1,8,0,4,30,39,0,1
44,1,10,1,6,0,4,40,39,0,1
40,1,8,0,2,1,4,40,39,0,1
37,1,11,1,13,5,4,37,39,1,0
39,1,9,0,6,3,4,50,39,0,1
44,2,10,0,7,1,4,45,39,0,1
27,1,5,1,6,5,4,37,32,0,0
50,1,9,1,0,0,4,40,39,0,1
39,1,13,1,10,0,4,40,39,1,1
41,1,9,3,12,4,2,40,39,0,0
55,1,13,1,11,0,4,40,39,1,1
53,1,2,1,7,0,2,35,33,0,1
53,3,14,0,10,4,4,50,39,0,0
21,1,9,3,2,1,4,40,39,0,1
30,1,9,2,6,1,2,40,39,0,1
74,0,9,4,8,1,4,10,39,0,0
53,1,14,3,3,1,4,60,39,1,0
60,1,13,0,3,1,4,40,17,1,0
59,1,5,2,6,4,4,40,25,0,0
37,1,13,3,3,1,4,48,39,1,1
49,1,5,1,2,0,4,40,39,0,1
73,3,10,3,10,2,4,11,39,0,0
58,1,9,0,7,4,2,20,39,0,0
18,0,7,3,8,3,2,15,39,0,1
35,1,10,3,5,3,2,40,39,0,1
24,3,10,1,10,5,4,50,39,0,0
62,1,9,4,0,1,4,38,39,0,0
58,1,9,1,0,5,4,40,39,0,0
21,1,9,3,12,3,2,40,39,0,1
30,1,13,1,2,0,4,40,39,0,1
31,1,9,3,2,1,0,45,39,0,1
31,1,9,3,7,4,2,34,39,0,0
30,1,12,1,12,0,4,40,39,0,1
29,1,9,3,14,3,2,40,39,0,1
36,1,7,0,14,1,4,40,39,0,1
54,2,13,1,4,0,4,50,39,0,1
59,3,10,2,11,1,4,40,39,1,1
55,1,10,3,0,1,4,45,39,0,1
70,0,11,3,8,1,4,30,39,0,1
22,1,12,3,0,3,4,20,39,0,0
42,1,9,0,6,1,4,40,39,0,0
36,1,12,1,12,5,4,40,39,0,0
32,1,13,1,10,0,4,40,39,1,1
44,1,4,1,2,0,4,40,39,0,1
22,0,9,3,8,4,2,45,39,0,1
25,1,7,1,5,1,4,40,25,0,1
31,1,9,1,14,0,4,50,39,0,1
33,1,9,3,7,3,4,40,39,0,1
54,2,12,1,12,0,4,50,39,1,1
42,2,9,3,3,1,4,48,39,0,1
49,1,9,1,14,0,4,44,39,0,1
30,1,9,1,0,0,4,44,39,0,1
54,1,9,0,3,4,4,45,39,0,0
39,1,10,3,14,4,4,40,39,0,1
24,1,10,3,6,3,4,40,39,0,1
21,1,9,3,0,3,4,44,39,0,0
23,1,5,3,7,4,2,30,39,0,0
54,1,9,0,0,4,4,42,39,0,0
23,1,14,3,12,1,4,20,39,0,0
23,1,10,3,10,1,4,25,39,0,1
67,0,9,4,8,2,4,8,39,0,0
19,0,7,1,8,5,1,40,24,0,0
32,1,7,3,7,1,2,40,39,0,1
57,1,9,1,2,0,4,40,39,0,1
18,1,9,3,0,2,4,30,39,0,0
21,1,10,3,6,3,4,40,39,0,0
53,1,10,4,0,2,4,22,39,0,0
21,1,10,3,5,1,4,40,39,0,1
53,1,16,0,3,1,4,55,39,1,0
24,1,9,3,2,1,4,40,39,0,1
36,3,12,1,7,0,4,40,39,0,1
29,1,14,3,3,1,2,60,39,0,1
23,1,10,3,12,1,4,40,39,0,1
44,1,10,1,3,0,4,50,39,0,1
32,3,14,1,10,0,4,48,39,0,1
25,1,13,3,3,1,4,50,39,0,0
41,2,9,0,2,4,4,27,39,0,1
18,1,9,3,7,3,4,30,39,0,0
29,1,13,3,5,3,4,40,39,0,1
19,1,9,3,7,3,2,40,39,0,0
35,2,15,1,10,0,4,65,39,1,1
52,1,13,1,10,0,4,50,39,1,1
28,1,6,3,6,4,4,40,39,0,0
38,1,9,3,7,3,4,40,39,0,1
42,1,10,4,12,4,2,40,39,0,0
41,1,13,3,10,1,2,40,39,0,1
23,1,13,3,10,1,4,38,39,0,1
31,1,14,1,12,0,4,76,39,1,1
31,1,3,3,6,1,4,45,25,0,1
46,1,14,1,10,0,4,40,39,1,1
18,1,7,3,12,3,4,20,39,0,0
57,2,14,1,13,0,4,38,39,1,1
25,1,11,3,0,1,4,38,39,0,0
32,1,14,1,3,0,4,40,39,1,1
27,1,5,3,4,3,4,40,39,0,1
17,0,6,3,8,3,4,17,39,0,0
43,3,9,3,2,4,4,40,39,0,1
56,2,13,1,10,1,4,40,39,1,0
19,1,9,1,2,5,4,40,39,0,0
20,3,9,3,0,3,4,40,39,0,0
42,1,10,3,6,1,4,45,39,0,1
90,1,9,4,14,4,4,99,39,0,1
25,1,7,2,6,1,2,35,39,0,1
27,1,9,3,7,1,2,40,22,0,0
48,1,9,1,14,0,4,44,39,0,1
48,3,10,3,0,1,2,40,39,0,1
27,1,9,1,2,0,4,48,39,0,1
46,1,13,4,13,4,4,38,39,0,0
32,1,3,1,7,2,4,40,39,0,1
22,1,11,1,13,0,4,40,39,0,1
24,1,13,1,10,5,4,40,39,1,0
31,1,9,1,2,0,4,65,39,0,1
20,1,10,3,10,1,4,18,39,0,0
40,2,9,1,3,0,4,60,39,1,1
39,1,9,1,6,0,4,40,39,1,1
54,3,9,1,14,0,4,40,39,0,1
59,3,10,1,11,0,4,42,39,0,1
17,1,7,3,12,3,4,18,39,0,0
25,2,10,3,2,3,4,80,39,0,1
49,3,9,1,11,0,4,40,39,1,1
39,1,9,1,2,0,4,40,39,0,1
67,1,10,4,10,1,4,16,39,0,0
28,1,9,3,7,4,4,40,39,0,1
35,1,5,1,6,0,4,40,1,0,1
44,1,9,1,0,0,4,48,39,1,1
51,1,14,1,10,0,4,47,39,1,1
55,1,13,4,4,3,1,40,39,0,1
45,3,9,1,11,0,4,78,39,1,1
32,1,9,1,2,0,4,48,39,0,1
45,1,10,0,3,4,4,40,39,0,0
35,1,13,3,12,1,4,40,39,1,1
55,3,9,1,14,0,4,44,39,0,1
59,1,10,1,2,0,4,40,39,1,1
22,1,9,3,0,1,4,55,39,0,0
46,3,14,4,3,4,2,35,39,0,0
23,1,9,3,4,3,4,40,39,0,1
47,1,13,1,3,0,4,45,39,1,1
34,1,9,1,2,0,4,30,10,0,1
51,1,7,0,14,3,4,40,39,0,1
40,1,11,1,12,0,4,50,39,0,1
24,3,10,3,0,3,4,12,39,0,1
20,1,10,3,4,1,4,72,39,0,1
26,1,9,0,2,4,4,40,39,0,1
35,3,9,2,0,4,4,38,39,0,0
23,1,10,3,6,4,1,40,40,0,1
40,1,9,0,2,1,4,50,39,0,1
49,3,9,1,11,0,4,40,39,0,1
32,1,9,3,6,1,4,45,39,0,1
28,1,11,0,10,4,4,40,39,0,0
62,1,11,1,3,0,4,50,39,1,1
31,1,10,1,6,0,4,40,25,0,1
47,3,12,1,11,0,4,40,39,1,1
36,1,11,3,13,1,4,3,39,0,0
44,3,9,3,2,1,4,40,39,0,1
18,0,9,3,8,3,4,20,39,0,0
46,1,13,1,3,0,4,40,39,1,1
32,1,9,3,2,1,4,40,39,0,1
51,2,12,0,14,4,2,30,39,0,0
48,1,13,1,3,0,4,45,39,1,1
28,1,13,3,6,4,2,40,39,0,0
57,2,10,1,13,0,4,60,39,1,1
33,1,11,1,12,0,4,40,39,0,1
42,1,9,2,6,1,4,15,39,0,1
17,1,6,3,7,3,4,40,39,0,1
63,0,5,2,8,1,2,40,39,0,1
31,2,13,1,3,0,4,55,39,1,1
20,1,9,3,5,3,4,40,39,0,1
36,1,9,1,3,5,4,40,39,0,0
24,1,10,3,12,1,4,24,39,0,0
33,1,10,1,14,0,2,50,39,1,1
36,1,10,1,0,0,4,40,39,0,1
31,1,13,0,3,4,4,40,39,0,0
47,1,13,1,12,0,4,60,39,1,1
34,1,9,1,4,0,4,50,39,0,1
23,1,9,3,6,2,4,40,39,0,0
33,1,11,0,0,1,4,40,39,0,1
59,1,6,0,6,1,4,40,39,0,0
67,2,13,0,10,1,4,40,39,0,1
26,1,9,0,6,1,4,40,39,0,1
20,1,9,1,10,3,4,36,27,0,0
24,1,13,3,0,3,4,39,39,0,1
44,3,11,0,13,1,4,40,39,0,1
31,1,9,1,2,0,4,40,39,1,1
28,1,15,1,10,0,4,60,39,0,1
19,1,9,3,7,3,4,20,39,0,0
20,1,9,3,0,1,4,40,39,0,0
64,1,9,0,7,1,4,15,39,0,0
47,3,9,1,0,5,4,40,39,1,0
36,1,10,3,0,1,4,35,39,0,0
48,1,9,1,2,0,4,44,39,1,1
19,2,10,3,7,3,4,40,25,0,0
22,1,9,3,12,3,2,35,39,0,0
56,1,5,0,0,1,4,40,39,0,1
22,1,10,3,0,1,4,50,39,0,1
37,1,13,1,10,0,4,99,39,1,1
57,3,13,4,10,1,4,35,39,0,0
38,1,12,1,12,0,4,50,39,1,1
34,1,9,3,6,4,2,40,39,0,0
22,0,7,2,8,4,2,40,39,0,0
38,3,10,0,3,1,4,40,39,0,0
32,1,13,3,10,1,4,45,39,1,1
29,1,8,1,7,1,2,40,39,0,0
56,1,9,1,6,0,4,40,39,0,1
71,3,9,4,3,2,4,33,39,0,0
20,1,7,3,14,3,4,40,39,0,1
25,1,9,3,6,3,4,36,39,0,1
42,1,9,1,2,0,4,40,27,1,1
20,0,9,3,8,3,4,40,39,0,0
61,1,10,1,10,0,4,50,39,1,1
24,3,13,1,3,5,4,40,39,0,0
51,1,5,3,7,4,2,40,39,0,0
27,1,9,3,0,1,4,40,39,0,1
31,1,9,0,6,1,4,40,39,0,1
39,1,9,0,9,4,2,16,39,0,0
36,0,9,1,8,0,2,40,39,0,1
51,2,15,1,10,0,4,40,39,0,1
52,1,9,3,3,4,4,40,39,0,0
49,1,13,1,10,0,4,40,39,1,1
43,1,10,1,2,0,4,40,39,0,1
49,1,9,0,6,1,4,40,39,0,1
19,1,9,3,7,1,4,40,39,0,0
44,2,9,1,4,0,4,40,39,0,1
67,2,9,1,14,0,4,40,39,0,1
58,1,15,1,10,0,4,45,39,1,1
61,1,16,1,10,0,4,40,39,1,1
55,3,4,3,7,4,2,40,39,0,0
23,0,12,3,8,3,1,16,30,0,1
35,3,9,3,0,1,4,40,39,0,1
35,1,6,3,7,4,2,38,39,0,0
20,3,10,3,0,3,4,10,39,0,0
51,1,9,1,0,5,2,40,39,0,0
23,1,13,3,10,3,4,40,39,0,1
39,1,9,1,4,0,4,24,39,0,1
36,1,10,0,7,4,4,40,39,0,0
47,1,9,1,12,0,4,45,39,1,1
27,1,13,3,12,1,4,80,39,1,1
29,1,9,1,2,0,4,40,39,0,1
21,3,10,3,11,1,4,40,39,0,1
18,1,10,3,0,1,4,20,39,0,0
24,1,10,3,3,3,4,20,39,0,1
39,3,9,1,2,0,4,40,39,1,1
51,3,10,1,3,0,4,40,39,0,1
62,1,10,0,0,4,4,30,39,0,0
49,1,13,1,3,0,4,40,39,1,1
20,1,7,1,7,0,4,40,39,0,1
24,1,10,3,12,1,4,40,39,0,1
25,1,9,3,3,3,4,40,39,0,0
54,2,13,1,12,0,4,40,39,0,1
25,1,9,3,2,3,4,40,39,0,1
20,0,9,1,8,5,4,45,39,0,0
43,1,10,0,12,4,4,55,39,1,0
24,1,9,1,5,0,4,40,39,0,1
18,1,7,3,7,3,0,20,39,0,1
45,2,10,1,10,5,4,40,27,1,0
45,2,9,1,3,0,4,25,39,0,1
26,1,13,3,12,1,4,40,39,0,1
47,1,10,3,7,3,4,40,39,0,1
54,0,9,1,8,0,4,40,39,0,1
21,0,9,3,2,3,2,40,39,0,1
29,1,9,0,7,4,4,99,39,0,0
68,1,10,1,10,0,4,15,39,0,1
21,1,10,3,3,1,2,48,25,0,1
28,2,10,3,3,1,4,30,39,0,1
46,1,9,1,3,5,4,40,39,1,0
35,1,9,2,14,4,2,48,39,0,0
50,2,6,3,2,1,4,25,39,0,1
48,2,10,0,3,1,4,40,39,0,1
17,0,6,3,8,3,4,40,39,0,1
23,1,10,3,3,3,2,40,39,0,1
53,1,9,4,12,1,4,30,39,0,0
50,2,14,1,12,0,4,40,39,1,1
32,0,3,3,8,4,4,45,25,0,0
53,1,8,1,5,1,3,56,5,0,1
52,1,9,1,6,0,2,48,39,0,1
38,1,13,1,10,0,4,50,39,0,1
43,1,14,1,3,0,4,50,39,1,1
35,1,13,1,7,5,4,32,39,0,0
41,1,15,1,3,0,4,50,39,1,1
22,1,10,3,12,3,4,40,39,0,1
39,1,9,1,7,0,4,60,39,1,1
45,1,14,1,12,0,4,40,39,1,1
31,1,5,1,4,5,4,42,39,0,0
47,2,3,1,14,0,4,20,39,0,1
53,1,9,1,2,0,2,40,22,0,1
53,2,13,1,12,0,4,60,39,1,1
